name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
Dynamo,Matthias Bartolomey,restrained;melancholic;introspective,piano;cinematic;minimal;string,,0.25,0.4,0.3,0.35,0.2,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,大提琴与钢琴的极简对话，克制而内省，带有淡淡的忧郁与电影感
Hector Berlioz: Tristia,Op.18 - 2. La mort d'Ophélie. Ballade,melancholic;introspective;restrained,piano;string;cinematic;minimal,,0.15,0.2,0.3,0.25,0.1,0,0.85,instrumental,0,classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.9,柏辽兹的古典叙事曲，钢琴与弦乐交织出深沉哀婉的葬礼氛围，能量极低，情感重量极高
Touch feat. Daniela Andrade - Original Mix,Dabin,dreamy;warm;sensual,soft_synth;vocal_breath;reverb_heavy;ambient_pad,,0.35,0.5,0.4,0.6,0.3,0.6,0.55,en,1,melodic_bass,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,梦幻的合成器铺底与 Daniela Andrade 轻柔的人声，温暖而感性，适合夜晚独处或漫步
How It's Supposed To Be,Mike Posner,introspective;melancholic;restrained,piano;vocal_breath;reverb_heavy,,0.25,0.3,0.35,0.4,0.2,0.6,0.7,en,1,singer_songwriter,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.75,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,钢琴主导的抒情曲，Mike Posner 脆弱的人声配合深沉混响，营造内省而克制的氛围
回忆,范晓萱,nostalgic;melancholic;warm,piano;string;vocal_breath,,0.35,0.45,0.4,0.6,0.3,0.6,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,范晓萱的抒情演绎，钢琴与弦乐交织，怀旧而略带忧伤的温暖质感
Let It Rain,王儷婷,melancholic;bittersweet;nostalgic,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,zh,1,mandopop,"""{""""night_rain_humid"""":0.85,""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75}""",rain_on_glass,0.85,钢琴与弦乐交织，人声轻柔带混响，营造出雨夜怀旧的忧郁氛围
Hope,Abi Wade,introspective;melancholic;restrained,piano;string;minimal,,0.25,0.3,0.25,0.4,0.15,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的极简器乐，内省而克制，带有淡淡的忧郁与希望
Maybe You're the Reason,The Japanese House,dreamy;nostalgic;bittersweet,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.35,0.4,0.45,0.5,0.3,0.6,0.65,en,1,indie_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,梦幻的合成器与深远混响，人声轻柔而怀旧，营造出略带苦涩的甜蜜感
Dreaming Of,Foals,dreamy;restless;nostalgic,soft_synth;reverb_heavy;electric_distant,,0.45,0.5,0.5,0.45,0.5,0,0.55,instrumental,0,indie_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与深远混响营造出怀旧而略带不安的都市夜晚氛围
Wu Ji - Instrumental Ver.,Hai Lin,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴与弦乐交织的器乐版本，缓慢而克制，充满内省与忧伤的留白
Nightfall,Lunaires,melancholic;dreamy;lonely,ambient_pad;soft_synth;reverb_heavy;minimal,,0.25,0.3,0.35,0.4,0.2,0,0.7,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,氛围合成器铺底+深远混响，营造出夜晚的忧郁与梦幻孤独感
Mental Model No. 2,John Roberts,introspective;restrained;melancholic,minimal;piano;ambient_pad,,0.2,0.3,0.25,0.35,0.15,0,0.7,instrumental,0,minimal_techno,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简的钢琴与氛围铺垫，克制而内省，带有淡淡的忧郁感
Little Girl In The World,林二汶,nostalgic;warm;bittersweet,acoustic;vocal_breath;string,,0.4,0.5,0.4,0.6,0.35,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,林二汶温暖细腻的声线搭配木吉他与弦乐，营造怀旧而略带苦涩的抒情氛围
Untitled (Part II),Run Child Run,introspective;melancholic;restrained,piano;reverb_heavy;minimal;vocal_breath,,0.25,0.3,0.35,0.4,0.2,0.4,0.75,en,1,indie_folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,极简钢琴与脆弱人声，深沉混响营造内省而克制的氛围
Running,Jessie Ware,urban;hopeful;restless,soft_synth;vocal_breath;electric_distant,,0.6,0.55,0.55,0.5,0.6,0.75,0.5,en,1,art_pop,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,都市感合成器与Jessie Ware充满动感的人声，营造出奔跑般的节奏与希望情绪
Wanna See U (Original Mix),Lemtom,urban;dreamy;restless,soft_synth;reverb_heavy;electric_distant,,0.6,0.55,0.6,0.45,0.65,0,0.5,instrumental,0,deep_house,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,深沉的电子节拍与梦幻合成器，营造出都市夜晚的律动与内省氛围
Burnout - Dawn,Space Dimension Controller,restrained;melancholic;urban,soft_synth;cold_synth;electric_distant;minimal,,0.35,0.3,0.4,0.3,0.4,0,0.6,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,冷调合成器与极简编排，营造出都市夜晚的克制与疏离感
Roman Holiday,The National,melancholic;introspective;restrained,piano;string;vocal_breath;reverb_heavy,,0.35,0.3,0.45,0.4,0.3,0.6,0.75,en,1,indie_rock,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.9,Matt Berninger 低沉克制的人声与钢琴弦乐交织，营造出忧郁内省的夜晚氛围
FEEL NOTHING,HEALTH,restless;detached;melancholic,cold_synth;electric_distant;reverb_heavy,,0.7,0.3,0.7,0.2,0.6,0.5,0.75,en,1,industrial_rock,"""{""""deep_night_introspective"""":0.55,""""night_rain_humid"""":0.5,""""evening_city_walk"""":0.45}""",late_night_descent,0.85,冰冷合成器与失真音墙，人声疏离而压抑，能量较高但情感沉重，适合深夜内省场景
Fairytale,Milky Chance,dreamy;nostalgic;hopeful,acoustic;soft_synth;vocal_breath,,0.45,0.55,0.4,0.6,0.45,0.6,0.5,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,木吉他与人声交织，轻快的节奏中带着梦幻与怀旧，适合悠闲场景
Dmitri Shostakovich: Suite for Jazz Orchestra No.2 - 7. Waltz No.2,Concertos,nostalgic;bittersweet;restrained,string;jazz_brush;cinematic;acoustic,,0.35,0.55,0.5,0.6,0.4,0,0.65,instrumental,0,classical,"""{""""evening_city_walk"""":0.85,""""morning_cloudy_slow"""":0.8,""""afternoon_warm_idle"""":0.75}""",afterglow_fading,0.9,肖斯塔科维奇的经典华尔兹，弦乐与爵士鼓刷营造出怀旧而略带忧伤的优雅氛围
亲爱的你怎么不在我身边,江美琪,lonely;nostalgic;bittersweet,piano;string;vocal_breath,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.85,""""deep_night_introspective"""":0.75}""",slow_opening,0.9,江美琪温柔而略带伤感的人声，钢琴与弦乐编织出思念与孤独的抒情氛围
May Rain,窦靖童,melancholic;urban;restrained,electric_distant;reverb_heavy;soft_synth;vocal_breath,,0.35,0.4,0.45,0.4,0.3,0.6,0.7,zh,1,art_pop,"""{""""evening_city_walk"""":0.85,""""night_rain_humid"""":0.8,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.85,窦靖童慵懒疏离的声线搭配冷调合成器与混响，营造出都市雨夜的忧郁与克制感
IN NORTHERN MICHIGAN,La Dispute,introspective;melancholic;restless,acoustic;vocal_breath;reverb_heavy;cinematic,,0.35,0.3,0.4,0.35,0.25,0.6,0.8,en,1,post_hardcore,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,木吉他与人声主导，混响厚重，充满内省与不安的叙事感
Erde,Chelsea Wolfe,melancholic;restrained;lonely,cold_synth;reverb_heavy;electric_distant,,0.25,0.2,0.5,0.3,0.2,0.6,0.8,en,1,dark_folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.9,Chelsea Wolfe 的黑暗民谣，冷合成器与深远混响营造出压抑而孤独的氛围
Der Schwarm,Voigt & Voigt,restless;urban;detached,cold_synth;electric_distant;reverb_heavy;minimal,,0.4,0.3,0.5,0.25,0.5,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,冷调合成器与深远混响，营造出都市夜晚的疏离与不安感
Miss H.I.V. - Demo,The Wolfgang Press,restless;urban;melancholic,electric_distant;cold_synth;reverb_heavy;vocal_breath,,0.55,0.4,0.6,0.3,0.5,0.6,0.7,en,1,post_punk,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,Demo 质感带有粗糙边缘，冷合成器与遥远电吉他营造都市不安与忧郁氛围
Don't Close Your Eyes,Finn Andrews,melancholic;introspective;restrained,piano;reverb_heavy;vocal_breath;string,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Finn Andrews 脆弱的人声与钢琴、弦乐交织，充满内省与忧郁的质感
I was made for you,Mzai,warm;nostalgic;hopeful,acoustic;vocal_breath;string;soft_synth,,0.4,0.55,0.45,0.65,0.35,0.7,0.6,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的木吉他与人声，怀旧而充满希望的独立民谣质感
"""Ave Maria, D. 839""",Franz Schubert,introspective;melancholic;restrained,piano;string;vocal_breath;cinematic,,0.15,0.3,0.25,0.5,0.1,0.8,0.85,en,1,classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",slow_opening,0.95,舒伯特经典艺术歌曲，人声与钢琴的虔诚对话，充满内省与神圣的忧伤
Aces,dkj,restless;urban;unresolved,electric_distant;soft_synth;reverb_heavy,,0.55,0.45,0.5,0.4,0.5,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.75,""""deep_night_introspective"""":0.7}""",city_to_inner_room,0.8,电子合成器驱动的都市感，略带不安与疏离，适合夜晚城市漫步
12月の街,具島直子,nostalgic;urban;melancholic,soft_synth;electric_distant;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.65,ja,1,j_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,具島直子温柔的人声与软合成器营造出冬日都市的怀旧与淡淡忧伤
Generationwhy,ZHU,urban;restless;bittersweet,soft_synth;cold_synth;electric_distant;reverb_heavy,,0.6,0.45,0.55,0.4,0.6,0.7,0.55,en,1,electronic,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,冷调合成器与深沉人声交织，都市夜晚的躁动与疏离感
Roxanne,George Michael,urban;restless;bittersweet,soft_synth;electric_distant;vocal_breath,,0.6,0.5,0.55,0.4,0.55,0.75,0.65,en,1,pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,George Michael 的演绎带有都市夜晚的躁动与苦涩，合成器与人声交织出内省氛围
Just The Two Of Us,Bill Withers,warm;hopeful;nostalgic,acoustic;jazz_brush;soft_synth;vocal_breath,,0.45,0.6,0.5,0.7,0.5,0.75,0.5,en,1,soul,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.9,温暖的灵魂乐经典，Grover Washington Jr.的萨克斯与Bill Withers的磁性声线交织出怀旧而充满希望的氛围
愛的一生,刘欢,warm;nostalgic;bittersweet,acoustic;string;vocal_breath;cinematic,,0.45,0.5,0.5,0.7,0.35,0.75,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""morning_clear_light"""":0.7}""",slow_opening,0.85,刘欢深情演绎，木吉他与弦乐交织，温暖怀旧中带一丝苦涩，适合安静回顾的夜晚
Himmelsbaum (prelude),Ulrike Haage,introspective;melancholic;restrained,piano;minimal;ambient_pad,,0.15,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴前奏，缓慢而内省，冷调氛围铺底营造出孤独与沉思的质感
Fire and Smoke,Xeno & Oaklander,detached;urban;restless,cold_synth;electric_distant;reverb_heavy,,0.55,0.4,0.5,0.3,0.5,0.6,0.5,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,冷调合成器与遥远人声，营造出都市夜晚的疏离与不安感
Mariner's Cross,Gdansk,melancholic;lonely;restrained,piano;minimal;reverb_heavy;cold_synth,,0.2,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.85,极简钢琴与冷合成器，空旷混响营造出孤独而克制的氛围
Swells,I Am Oak,introspective;melancholic;restrained,acoustic;minimal;field_recording,,0.25,0.35,0.3,0.45,0.2,0.4,0.6,en,1,indie_folk,"""{""""morning_cloudy_slow"""":0.8,""""work_focus_low_vocal"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.85,木吉他与人声交织的极简民谣，克制而内省，带有自然录音的质感
Signal In The Noise,GoGo Penguin,restless;introspective;urban,piano;cinematic;minimal;electric_distant,,0.45,0.4,0.5,0.35,0.5,0,0.6,instrumental,0,modern_jazz,"""{""""work_focus_low_vocal"""":0.8,""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7}""",city_to_inner_room,0.85,钢琴与电子元素交织的现代爵士，节奏驱动中带着内省与都市感
Goor Katan,Anat Fort Trio,introspective;restrained;bittersweet,piano;acoustic;jazz_brush;minimal,,0.25,0.4,0.35,0.5,0.2,0,0.7,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",slow_opening,0.85,Anat Fort Trio 的钢琴三重奏，以钢琴为主导，鼓刷与贝斯营造出克制而内省的爵士氛围，略带苦涩的温暖
"""Hello, I'm Sorry""",Baxter Dury,urban;restless;bittersweet,electric_distant;soft_synth;vocal_breath;reverb_heavy,,0.4,0.45,0.5,0.4,0.45,0.6,0.55,en,1,indie_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,Baxter Dury 慵懒而疏离的念白式人声，搭配远距离电声和混响，营造出都市夜晚的躁动与苦涩
Relax In Mui Ne,Onra,warm;dreamy;restrained,soft_synth;lofi_dust;ambient_pad;field_recording,,0.3,0.4,0.35,0.65,0.25,0,0.4,instrumental,0,lo_fi,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""afternoon_warm_idle"""":0.75}""",soft_focus_work,0.85,温暖慵懒的 lo-fi 氛围，软合成器与轻微失真营造出度假般的放松感
guilin,Miss Woman,dreamy;misty;nostalgic,ambient_pad;field_recording;minimal;reverb_heavy,,0.25,0.35,0.3,0.45,0.15,0,0.6,instrumental,0,ambient,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",soft_focus_work,0.85,氛围声景搭配田野录音，朦胧而怀旧，适合低能量专注或阴雨场景
独善其身,田馥甄,introspective;dreamy;detached,ambient_pad;soft_synth;vocal_breath;minimal,,0.3,0.4,0.35,0.5,0.25,0.6,0.65,zh,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_clear_lonely"""":0.75}""",fade_into_inner_space,0.85,田馥甄空灵声线搭配氛围合成器与极简编排，营造出内省而疏离的梦幻感
Wilderness,Susanna,introspective;melancholic;restrained,piano;reverb_heavy;vocal_breath;minimal,,0.2,0.25,0.2,0.3,0.15,0.6,0.8,en,1,art_folk,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.9,Susanna 脆弱而空灵的人声与极简钢琴交织，营造出内省而克制的荒野孤寂感
Snowfall,God Is An Astronaut,introspective;melancholic;dreamy,ambient_pad;cinematic;reverb_heavy;minimal,,0.25,0.3,0.35,0.4,0.15,0,0.75,instrumental,0,post_rock,"""{""""deep_night_introspective"""":0.9,""""night_clear_lonely"""":0.85,""""work_focus_low_vocal"""":0.8}""",fade_into_inner_space,0.9,后摇氛围声景，宏大而内敛的混响与铺垫，营造出雪夜般的孤独与沉思
Northern Holiday,Kaiser Chiefs,restless;urban;hopeful,electric_distant;soft_synth;reverb_heavy,,0.65,0.6,0.55,0.5,0.6,0.7,0.5,en,1,indie_rock,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,Kaiser Chiefs 的独立摇滚风格，充满都市感的躁动与希望，能量中等偏高，人声突出
All I Can Say,Kali Uchis,dreamy;warm;bittersweet,soft_synth;vocal_breath;reverb_heavy,,0.4,0.5,0.45,0.6,0.35,0.7,0.55,en,1,r&b,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,Kali Uchis 梦幻而温暖的声线，软合成器与混响营造出怀旧又略带苦涩的 R&B 氛围
The Keeper,Bill Laurance,introspective;warm;nostalgic,piano;string;cinematic;acoustic,,0.3,0.5,0.4,0.7,0.2,0,0.6,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的器乐作品，温暖而内省，带有怀旧质感，适合专注或沉思场景
Business & Personal (Intro),Latto,urban;restless;hopeful,soft_synth;vocal_breath;electric_distant,,0.6,0.55,0.6,0.45,0.6,0.8,0.5,en,1,hip_hop,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.6,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,都市嘻哈intro，合成器与自信人声营造出不安但充满希望的都市氛围
Tout Va Bien,Zazie,urban;hopeful;bittersweet,acoustic;soft_synth;vocal_breath,,0.55,0.6,0.5,0.55,0.5,0.7,0.5,fr,1,chanson,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,Zazie 的都市感法语流行，木吉他与软合成器交织，带着希望与一丝苦涩的平衡
Ad Victoriam,Pure Bathing Culture,dreamy;nostalgic;hopeful,soft_synth;reverb_heavy;vocal_breath,,0.4,0.5,0.45,0.55,0.4,0.6,0.5,en,1,dream_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻流行风格，软合成器与深远混响营造怀旧而充满希望的都市氛围
Letting Go,Sawyer,nostalgic;bittersweet;hopeful,acoustic;vocal_breath;string,,0.4,0.5,0.4,0.6,0.35,0.7,0.65,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""morning_clear_light"""":0.7}""",slow_opening,0.85,轻柔的木吉他和温暖人声，营造出怀旧与释然交织的独立民谣氛围
Automatic,宇多田ヒカル,urban;restrained;bittersweet,soft_synth;electric_distant;vocal_breath,,0.45,0.5,0.5,0.4,0.5,0.7,0.6,ja,1,j_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,宇多田光标志性的R&B风格，电子合成器与克制的人声交织，营造出都市夜晚的疏离与怀旧感
seiren,mouse on the keys,restless;melancholic;introspective,piano;cinematic;minimal;electric_distant,,0.4,0.35,0.5,0.3,0.45,0,0.7,instrumental,0,post_rock,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",city_to_inner_room,0.85,钢琴与电子元素交织，节奏感强但情绪内敛，带有不安与电影感
Moi,Lolo Zouaï,dreamy;sensual;urban,soft_synth;vocal_breath;reverb_heavy,,0.4,0.5,0.45,0.55,0.4,0.7,0.5,en,1,art_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与轻柔人声交织，带有都市夜晚的性感与内省氛围
"""Orchestral Suite No. 2 in B Minor, BWV 1067: VII. Badinerie""",Johann Sebastian Bach,clear;restless;hopeful,acoustic;string;minimal,,0.7,0.8,0.6,0.5,0.8,0,0.3,instrumental,0,baroque,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.7,""""weekend_slow"""":0.6}""",slow_opening,0.9,巴赫的巴洛克舞曲，快速清晰的弦乐演奏，充满活力与明快感
Vibe (If I Back It Up),Cookiee Kawaii,urban;restless;hopeful,soft_synth;vocal_breath;electric_distant,,0.7,0.65,0.6,0.5,0.75,0.8,0.4,en,1,club_pop,"""{""""evening_city_walk"""":0.85,""""user_requested_explore"""":0.8,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,都市感强烈的俱乐部流行曲，节奏明快，人声充满自信与活力
LMLY,王嘉尔,urban;hopeful;nostalgic,soft_synth;vocal_breath;electric_distant,,0.6,0.55,0.55,0.5,0.6,0.75,0.5,en,1,pop,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,王嘉尔的都市感流行，合成器与人声交织，怀旧中带着希望与律动
More~Fly Me To The Moon~Moon River,森田葉月&森川七月,warm;nostalgic;dreamy,acoustic;jazz_brush;vocal_breath;string,,0.35,0.55,0.4,0.7,0.3,0.6,0.5,en,1,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.85,经典爵士标准曲串烧，温暖的人声与木吉他、弦乐交织，怀旧而梦幻
Valg,Neun Welten,introspective;melancholic;restrained,piano;string;minimal;reverb_heavy,,0.2,0.3,0.25,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""work_focus_low_vocal"""":0.85,""""night_rain_humid"""":0.8}""",afterglow_fading,0.9,极简钢琴与弦乐交织，缓慢而克制，充满内省与忧郁的古典氛围
Songs of the Forgotten,Fabian Almazan Trio,introspective;melancholic;restrained,piano;string;minimal;cinematic,,0.25,0.3,0.35,0.4,0.2,0,0.75,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",afterglow_fading,0.85,钢琴三重奏，内省而克制的爵士质感，弦乐般的铺底带来电影感与忧郁
那件疯狂的小事叫爱情,袁泉,nostalgic;bittersweet;introspective,piano;string;vocal_breath,,0.35,0.4,0.4,0.5,0.3,0.6,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,袁泉清冷而克制的人声配合钢琴与弦乐，营造出怀旧而略带苦涩的内省氛围
"""Spider Web, Pt. 1""",The Budos Band,restless;urban;unresolved,electric_distant;jazz_brush;grainy,,0.6,0.45,0.55,0.4,0.65,0,0.5,instrumental,0,jazz,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,器乐爵士放克，粗粝的失真音色与律动感营造出都市不安与未解的情绪
北极光,莫文蔚,melancholic;bittersweet;nostalgic,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.75}""",afterglow_fading,0.85,莫文蔚低沉嗓音搭配钢琴与弦乐，营造出怀旧而略带苦涩的抒情氛围
Walking Iris,Luke Temple,dreamy;warm;nostalgic,acoustic;soft_synth;vocal_breath;reverb_heavy,,0.35,0.5,0.4,0.6,0.3,0.5,0.55,en,1,indie_folk,"""{""""morning_cloudy_slow"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.85,温暖的木吉他与人声，混响营造梦幻怀旧氛围，适合悠闲场景
Lovely Head,Goldfrapp,dreamy;sensual;restrained,soft_synth;vocal_breath;minimal;reverb_heavy,,0.25,0.35,0.3,0.45,0.2,0.6,0.55,en,1,trip_hop,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Goldfrapp 慵懒而性感的人声搭配极简合成器与厚重混响，营造出梦幻而克制的深夜氛围
Our Last Goodbye,Claude Fontaine,melancholic;bittersweet;nostalgic,acoustic;vocal_breath;string;reverb_heavy,,0.3,0.35,0.4,0.5,0.25,0.6,0.75,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",afterglow_fading,0.85,木吉他与人声交织，混响营造出怀旧而忧伤的告别氛围
