name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
The Poet,Stephan Micus,introspective;melancholic;restrained,piano;minimal;field_recording;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.9,极简钢琴与田野录音交织，内省而克制，充满孤独的诗意
The Forest,Stephan Micus,introspective;misty;lonely,piano;field_recording;minimal;ambient_pad,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",slow_opening,0.9,极简钢琴与自然录音交织，营造出森林般静谧而孤寂的氛围
The Western Gate,Stephan Micus,introspective;melancholic;restrained,minimal;field_recording;cinematic,,0.15,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,world,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.9,极简的世界音乐风格，以自然采样和孤独乐器营造出内省而克制的氛围
All The Way,Stephan Micus,introspective;melancholic;restrained,piano;minimal;field_recording;cinematic,,0.15,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""work_focus_low_vocal"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.9,极简钢琴与自然录音交织，内省而克制，充满孤独与沉思的质感
Birth Of Creation,The Comet Is Coming,restless;unresolved;urban,soft_synth;electric_distant;reverb_heavy;cinematic,,0.6,0.55,0.65,0.4,0.6,0,0.65,instrumental,0,electronic_jazz,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,电子爵士融合，合成器与萨克斯交织出都市不安与探索感
Summon The Fire,The Comet Is Coming,restless;urban;unresolved,electric_distant;cold_synth;cinematic,,0.8,0.7,0.75,0.3,0.85,0,0.6,instrumental,0,electronic_jazz,"""{""""evening_city_walk"""":0.7,""""deep_night_introspective"""":0.6,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,高能量电子爵士，冷调合成器与急促节奏营造都市不安与探索感
Because The End Is Really The Beginning,The Comet Is Coming,restless;unresolved;bittersweet,soft_synth;electric_distant;cinematic;reverb_heavy,,0.6,0.45,0.55,0.4,0.5,0,0.7,instrumental,0,electronic_jazz,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,电子爵士融合，合成器与深远混响营造不安而悬疑的都市氛围
Blood Of The Past,The Comet Is Coming,restless;urban;unresolved,electric_distant;cold_synth;cinematic;reverb_heavy,,0.65,0.4,0.7,0.3,0.6,0,0.75,instrumental,0,experimental_jazz,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,充满张力的电子爵士，冷调合成器与深远混响营造出都市夜晚的不安与悬而未决感
Unity,The Comet Is Coming,restless;urban;unresolved,electric_distant;cold_synth;cinematic,,0.7,0.5,0.7,0.3,0.6,0,0.6,instrumental,0,electronic_jazz,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,充满张力的电子爵士，冷合成器与远距离电声营造都市不安与未解感
The Universe Wakes Up,The Comet Is Coming,restless;hopeful;urban,soft_synth;electric_distant;reverb_heavy,,0.6,0.55,0.6,0.4,0.65,0,0.5,instrumental,0,electronic_jazz,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,合成器与电子节奏驱动，充满都市律动与探索感，但保持一定距离感
The Windmills of Your Mind,The Tierney Sutton Band,introspective;nostalgic;bittersweet,jazz_brush;acoustic;vocal_breath;string,,0.3,0.45,0.4,0.55,0.3,0.6,0.7,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,爵士标准曲的优雅演绎，刷擦与木吉他营造怀旧而内省的氛围，人声轻柔细腻
On a Clear Day (You Can See Forever),The Tierney Sutton Band,clear;hopeful;warm,acoustic;jazz_brush;vocal_breath,,0.4,0.7,0.4,0.65,0.4,0.7,0.5,en,1,jazz,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""weekend_slow"""":0.75}""",soft_focus_work,0.85,爵士标准曲，Tierney Sutton 清澈温暖的人声与轻刷鼓营造出明亮而充满希望的清晨氛围
Moon River / Calling You,The Tierney Sutton Band,nostalgic;warm;bittersweet,acoustic;jazz_brush;vocal_breath;string,,0.35,0.5,0.4,0.7,0.3,0.75,0.65,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_clear_lonely"""":0.7}""",slow_opening,0.85,经典爵士标准曲的翻唱，温暖的人声与爵士刷奏、弦乐交织，怀旧而略带伤感
What Are You Doing the Rest of Your Life?,The Tierney Sutton Band,warm;nostalgic;bittersweet,jazz_brush;acoustic;vocal_breath;string,,0.3,0.5,0.4,0.7,0.3,0.6,0.65,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,爵士标准曲的温暖演绎，Tierney Sutton 的细腻人声与轻柔的爵士刷、弦乐交织，带来怀旧而略带苦涩的质感
The Sound of Silence,The Tierney Sutton Band,introspective;melancholic;restrained,piano;vocal_breath;jazz_brush;minimal,,0.25,0.35,0.3,0.4,0.2,0.6,0.7,en,1,jazz,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,爵士演绎经典，钢琴与轻刷鼓营造内省而克制的氛围，人声呼吸感突出
Goodbye for Now,The Tierney Sutton Band,bittersweet;nostalgic;warm,jazz_brush;acoustic;vocal_breath,,0.35,0.5,0.4,0.6,0.3,0.7,0.65,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_clear_lonely"""":0.7}""",afterglow_fading,0.85,爵士风格，温暖人声与刷擦鼓声交织，怀旧而略带苦涩的告别感
Diamonds Are a Girl's Best Friend,The Tierney Sutton Band,warm;clear;sensual,acoustic;jazz_brush;vocal_breath,,0.45,0.65,0.5,0.7,0.5,0.75,0.4,en,1,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.85,Tierney Sutton 的爵士演绎，温暖清晰的声线搭配爵士刷和原声乐器，明亮而富有质感
You're the One That I Want,The Tierney Sutton Band,warm;clear;sensual,acoustic;jazz_brush;vocal_breath,,0.4,0.6,0.45,0.7,0.4,0.7,0.5,en,1,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.85,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖而清晰的爵士演绎，人声与爵士刷鼓营造出柔和亲密的质感
How Do You Keep the Music Playing?,The Tierney Sutton Band,warm;nostalgic;bittersweet,jazz_brush;vocal_breath;acoustic;string,,0.35,0.5,0.4,0.7,0.3,0.7,0.65,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,Tierney Sutton 温暖而略带沙哑的人声，配合爵士刷子和弦乐，营造出怀旧而略带感伤的抒情氛围
Ev'ry Now and Then,The Tierney Sutton Band,warm;nostalgic;bittersweet,jazz_brush;acoustic;vocal_breath;string,,0.35,0.55,0.4,0.7,0.3,0.6,0.65,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的爵士人声与轻柔的刷弦、弦乐交织，带来怀旧而略带苦涩的质感
It Might Be You,The Tierney Sutton Band,warm;nostalgic;bittersweet,jazz_brush;acoustic;vocal_breath;string,,0.35,0.5,0.4,0.7,0.3,0.6,0.65,en,1,jazz,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,爵士标准曲改编，温暖的声线与轻柔的爵士刷弦、弦乐交织，怀旧而略带苦涩
Arrow,The Tierney Sutton Band,warm;clear;bittersweet,acoustic;jazz_brush;vocal_breath;string,,0.35,0.55,0.4,0.65,0.3,0.7,0.6,en,1,jazz,"""{""""work_focus_low_vocal"""":0.8,""""evening_city_walk"""":0.75,""""afternoon_warm_idle"""":0.7}""",soft_focus_work,0.85,温暖而清晰的爵士人声，木吉他、刷钹与弦乐交织，带来怀旧与微妙的苦涩感
The Big Blow,The Tronosonic Experience,restless;urban;unresolved,electric_distant;cold_synth;reverb_heavy,,0.6,0.4,0.55,0.3,0.65,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""work_focus_low_vocal"""":0.65}""",city_to_inner_room,0.8,电子乐器驱动，冷调合成器与深远混响营造出都市不安与未解决的张力
"""Voyager, Pt. 2""",The Tronosonic Experience,dreamy;restless;unresolved,soft_synth;electric_distant;reverb_heavy;ambient_pad,,0.4,0.45,0.5,0.4,0.35,0,0.6,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与深远混响营造出太空旅行的漂泊感，略带不安与未解的情绪
Iron Camel,The Tronosonic Experience,restless;urban;unresolved,electric_distant;cold_synth;reverb_heavy,,0.6,0.4,0.55,0.3,0.5,0,0.6,instrumental,0,electronic_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""work_focus_low_vocal"""":0.65}""",city_to_inner_room,0.85,冷调合成器与遥远电吉他，营造都市夜晚的不安与未解情绪
"""Voyager, Pt. 1""",The Tronosonic Experience,dreamy;nostalgic;restrained,ambient_pad;soft_synth;cinematic;reverb_heavy,,0.25,0.4,0.3,0.45,0.2,0,0.6,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,梦幻氛围电子，开阔的合成器声景与深远混响营造出怀旧而克制的太空漫游感
50 Let Pobedy,The Tronosonic Experience,nostalgic;urban;restrained,electric_distant;cold_synth;reverb_heavy,,0.35,0.3,0.4,0.35,0.25,0,0.6,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,冷调电子合成器与深远混响，营造出都市夜晚的怀旧与克制感
Lost Highway,The Tronosonic Experience,restless;urban;melancholic,electric_distant;reverb_heavy;cold_synth;grainy,,0.6,0.35,0.55,0.3,0.5,0,0.65,instrumental,0,electronic,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,冷调电子音色与颗粒感混响，营造出都市夜晚的躁动与疏离
Jungle Bourjois,Time Grove,urban;restless;bittersweet,soft_synth;electric_distant;reverb_heavy,,0.55,0.5,0.55,0.4,0.5,0,0.5,instrumental,0,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.8,都市感合成器作品，略带不安与怀旧，适合夜晚漫步或专注工作
Indopia,Time Grove,dreamy;nostalgic;hopeful,soft_synth;ambient_pad;lofi_dust,,0.35,0.5,0.4,0.55,0.3,0,0.5,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,柔和的合成器与lo-fi质感，营造出梦幻而怀旧的氛围，适合专注或漫步
Piano Bubbles,Time Grove,dreamy;clear;restrained,piano;minimal;ambient_pad,,0.2,0.5,0.2,0.4,0.15,0,0.3,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.9,""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.7}""",soft_focus_work,0.85,轻盈的钢琴音符与氛围铺垫，清晰而克制，适合专注或闲适场景
Sir Blunt,Time Grove,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.2,0.3,0.25,0.35,0.15,0,0.7,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.85,极简钢琴与深远混响，营造内省而克制的氛围
Nezach,Time Grove,introspective;melancholic;restrained,minimal;ambient_pad;cold_synth,,0.15,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.85,极简冷调氛围，缓慢而内省，适合深夜沉思或雨夜独处
A.L.P.,Time Grove,dreamy;misty;restrained,ambient_pad;soft_synth;minimal;reverb_heavy,,0.2,0.35,0.25,0.45,0.15,0,0.5,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",soft_focus_work,0.85,氛围电子作品，软合成器与混响营造出朦胧、梦幻且克制的声景
Roy the King,Time Grove,dreamy;nostalgic;warm,soft_synth;ambient_pad;lofi_dust;reverb_heavy,,0.3,0.4,0.35,0.55,0.25,0,0.45,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖的 lo-fi 氛围，软合成器与混响营造出梦幻怀旧的质感
Latrun,Time Grove,introspective;melancholic;restrained,piano;ambient_pad;minimal,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴与氛围垫音交织，缓慢而内省，充满克制与忧郁的留白
White,Yelena Eckemoff,introspective;melancholic;restrained,piano;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.9,极简钢琴独奏，缓慢而克制，充满内省与留白，类似坂本龍一的静谧质感
Orange,Yelena Eckemoff,warm;nostalgic;hopeful,piano;acoustic;string;jazz_brush,,0.35,0.6,0.4,0.7,0.3,0,0.5,instrumental,0,jazz,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""work_focus_low_vocal"""":0.75}""",soft_focus_work,0.85,温暖的钢琴与弦乐交织，爵士鼓刷带来柔和律动，充满怀旧与明亮的希望感
Green,Yelena Eckemoff,introspective;melancholic;restrained,piano;string;minimal;ambient_pad,,0.2,0.3,0.25,0.4,0.15,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的极简主义作品，内省而克制，带有淡淡的忧郁与留白
Indigo,Yelena Eckemoff,introspective;melancholic;restrained,piano;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.9,钢琴独奏，极简而克制，内省与忧郁交织的冷色调氛围
Blue,Yelena Eckemoff,introspective;melancholic;restrained,piano;minimal;cold_synth,,0.15,0.25,0.2,0.3,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.8}""",afterglow_fading,0.9,极简钢琴与冷调合成器，内省而忧郁，近乎静止的孤独感
Violet,Yelena Eckemoff,introspective;melancholic;dreamy,piano;string;minimal;reverb_heavy,,0.25,0.35,0.3,0.5,0.2,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴与弦乐交织的极简主义作品，内省而梦幻，带有淡淡的忧郁与留白感
Red,Yelena Eckemoff,introspective;melancholic;restrained,piano;string;minimal;ambient_pad,,0.2,0.3,0.25,0.4,0.1,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴与弦乐交织的极简主义作品，内省而克制，带有淡淡的忧郁色彩
Brown,Yelena Eckemoff,introspective;melancholic;restrained,piano;minimal;ambient_pad,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴与冷调氛围垫，缓慢内省，带有克制而忧郁的质感
Bordeaux,Yelena Eckemoff,introspective;melancholic;restrained,piano;string;minimal;cinematic,,0.2,0.35,0.25,0.45,0.15,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴与弦乐交织的极简古典作品，内省而克制，带有淡淡的忧郁与温暖
Grey,Yelena Eckemoff,introspective;melancholic;restrained,piano;minimal;cinematic,,0.2,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴独奏，灰暗而克制，充满内省与孤独感
Black,Yelena Eckemoff,introspective;melancholic;restrained,piano;minimal;cinematic,,0.15,0.2,0.2,0.3,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",slow_opening,0.9,极简钢琴独奏，低沉而内省，充满静谧的忧郁与克制
Tango,Yonathan Avishai,restrained;melancholic;bittersweet,piano;minimal;reverb_heavy,,0.25,0.35,0.3,0.4,0.2,0,0.7,instrumental,0,modern_jazz,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,钢琴独奏，缓慢而克制，带有探戈的忧郁与未尽的余韵
Joy,Yonathan Avishai,introspective;restrained;bittersweet,piano;minimal;reverb_heavy,,0.2,0.35,0.2,0.4,0.15,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴独奏，极简而克制，带有内省与淡淡忧伤的质感
Shir Boker,Yonathan Avishai,introspective;restrained;melancholic,piano;minimal;reverb_heavy,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴独奏，缓慢而克制，混响营造出内省与忧郁的氛围
Lya,Yonathan Avishai,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",afterglow_fading,0.9,极简钢琴独奏，缓慢而内省，混响营造出空旷的孤独感
When Things Fall Apart,Yonathan Avishai,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.25,0.2,0.3,0.1,0,0.85,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""work_focus_low_vocal"""":0.85,""""night_rain_humid"""":0.8}""",afterglow_fading,0.9,极简钢琴独奏，缓慢而内省，充满破碎后的沉思与克制
Les pianos de Brazzaville,Yonathan Avishai,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.3,0.2,0.45,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴独奏，缓慢而内省，带有深沉的情感重量和留白空间
Slush in Thaw,Yves Theiler,misty;restrained;bittersweet,piano;minimal;field_recording,,0.2,0.3,0.2,0.35,0.15,0,0.7,instrumental,0,modern_classical,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",rain_on_glass,0.85,钢琴与田野录音交织，融雪般的朦胧与克制，带有淡淡的苦涩与内省
WE,Yves Theiler,introspective;restrained;melancholic,piano;minimal;cinematic;reverb_heavy,,0.2,0.3,0.25,0.35,0.15,0,0.75,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",fade_into_inner_space,0.85,极简钢琴与深远混响，营造内省而克制的氛围，情感重量较重
Beauty in Space,Yves Theiler,dreamy;introspective;bittersweet,piano;ambient_pad;minimal;cinematic,,0.2,0.4,0.25,0.35,0.15,0,0.7,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,钢琴与氛围音垫交织，极简而空灵，营造出宇宙般的梦幻与内省感
The Visit of Mr. Lev,Yves Theiler,introspective;melancholic;restrained,piano;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴独奏，缓慢而克制，充满内省与留白，类似坂本龍一的静谧质感
Every Year,Yves Theiler,introspective;warm;nostalgic,piano;acoustic;minimal,,0.25,0.4,0.3,0.6,0.2,0,0.65,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",slow_opening,0.85,钢琴与木吉他交织的极简器乐，温暖而怀旧，适合内省与专注场景
Woman,Andreya Triana,warm;hopeful;sensual,acoustic;soft_synth;vocal_breath;jazz_brush,,0.4,0.55,0.45,0.7,0.4,0.7,0.5,en,1,neo_soul,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",soft_focus_work,0.85,温暖的人声与木吉他、爵士鼓刷交织，充满希望与感性的 neo-soul 质感
I Give You My Heart,Andreya Triana,warm;hopeful;bittersweet,acoustic;vocal_breath;string;soft_synth,,0.4,0.55,0.45,0.7,0.35,0.7,0.65,en,1,neo_soul,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的人声与木吉他、弦乐交织，传递出真挚的怀旧与希望感
Freedom,Andreya Triana,hopeful;warm;clear,acoustic;vocal_breath;string,,0.45,0.6,0.4,0.7,0.4,0.7,0.55,en,1,soul,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的人声与木吉他编排，充满希望与清晰的质感，适合清晨或悠闲时刻
Broke,Andreya Triana,melancholic;restrained;bittersweet,acoustic;vocal_breath;soft_synth,,0.35,0.4,0.4,0.5,0.3,0.7,0.65,en,1,neo_soul,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,Andreya Triana 的温暖声线搭配原声乐器与软合成器，营造出克制而略带忧郁的都市夜晚氛围
How Deep My Love Goes,Andreya Triana,warm;dreamy;sensual,soft_synth;vocal_breath;acoustic;jazz_brush,,0.35,0.5,0.4,0.7,0.3,0.6,0.5,en,1,neo_soul,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.85,温暖柔和的 neo-soul，人声气息感强，木吉他与爵士刷营造慵懒亲密的氛围
Do That for You,Andreya Triana,warm;hopeful;bittersweet,acoustic;vocal_breath;soft_synth;string,,0.45,0.55,0.5,0.65,0.4,0.7,0.6,en,1,neo_soul,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的人声与木吉他、合成器交织，充满希望与淡淡的怀旧感
Something Real,Andreya Triana,warm;hopeful;nostalgic,acoustic;vocal_breath;soft_synth;string,,0.45,0.55,0.5,0.7,0.4,0.7,0.6,en,1,neo_soul,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.85,温暖的人声与木吉他、弦乐交织，充满希望与怀旧感的 neo-soul 作品
I'm Already Home,Andreya Triana,warm;nostalgic;hopeful,acoustic;vocal_breath;string;soft_synth,,0.4,0.55,0.45,0.7,0.35,0.7,0.65,en,1,soul,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的灵魂乐，Andreya Triana 的人声柔和而充满怀旧与希望，木吉他与弦乐营造出居家般的舒适感
It's Gonna Be Alright,Andreya Triana,warm;hopeful;nostalgic,acoustic;vocal_breath;string;soft_synth,,0.45,0.6,0.5,0.7,0.4,0.7,0.55,en,1,neo_soul,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",gentle_recovery,0.85,温暖的人声与木吉他、弦乐交织，传递出治愈与希望的氛围
Colors,Black Pumas,warm;hopeful;nostalgic,acoustic;jazz_brush;vocal_breath;string,,0.55,0.6,0.5,0.7,0.5,0.75,0.6,en,1,soul,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.9,温暖的灵魂乐，人声充满感染力，木吉他、爵士刷和弦乐营造怀旧而明亮的氛围
Know You Better,Black Pumas,warm;nostalgic;hopeful,acoustic;jazz_brush;vocal_breath;electric_distant,,0.55,0.6,0.5,0.7,0.5,0.7,0.55,en,1,soul,"""{""""evening_city_walk"""":0.85,""""weekend_slow"""":0.8,""""afternoon_warm_idle"""":0.75}""",slow_opening,0.9,温暖的灵魂乐，Eric Burton 富有磁性的嗓音与复古吉他、爵士鼓刷营造出怀旧而充满希望的质感
Fire,Black Pumas,warm;hopeful;restless,acoustic;electric_distant;vocal_breath,,0.6,0.65,0.55,0.7,0.6,0.75,0.6,en,1,soul_rock,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖而充满活力的灵魂摇滚，人声富有感染力，节奏驱动带来希望与不安的交织
OCT 33,Black Pumas,nostalgic;warm;bittersweet,acoustic;jazz_brush;vocal_breath;electric_distant,,0.45,0.55,0.5,0.65,0.45,0.7,0.6,en,1,soul,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖灵魂乐，人声与爵士刷鼓营造怀旧而略带苦涩的质感
